木马病毒	Package_00000003_Malware_Sample_00000558	CVE-2006-1359	Microsoft Internet Explorer是微软发布的非常流行的WEB浏览器。Internet Explorer的createTextRange()函数实现上存在漏洞，远程攻击者可能利用此漏洞在客户机器上执行任意指令。Internet Explorer使用createTextRange()时在某些环境下可能导致无需的列表指针引用，这样在试图调用引用的32位地址时就会出现错误，如下所示：0x7D53C15D MOV ECX， DWORD PTR DS:[EDI]..0x7D53C166 CALL DWORD PTR [ECX]由于这种引用，ECX会指向很远的不存在的内存位置，导致IE崩溃，也可能执行任意指令。	远程攻击者可能利用此漏洞在客户机器上执行任意指令。Internet Explorer使用createTextRange()时在某些环境下可能导致无需的列表指针引用，这样在试图调用引用的32位地址时就会出现错误，如下所示：0x7D53C15D MOV ECX， DWORD PTR DS:[EDI]..0x7D53C166 CALL DWORD PTR [ECX]由于这种引用，ECX会指向很远的不存在的内存位置，导致IE崩溃，也可能执行任意指令。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.microsoft.com/technet/security/Bulletin/MS06-013.mspx?pf=true
木马病毒	Package_00000003_Malware_Sample_00001277	CVE-2010-2568	Windows支持使用快捷方式或LNK文件。LNK文件是指向本地文件的引用，点击LNK文件与点击快捷方式所指定的目标具有相同的效果。Windows没有正确地处理LNK文件，特制的LNK文件可能导致Windows自动执行快捷方式文件所指定的代码。这些代码可能位于USB驱动、本地或远程文件系统、光驱或其他位置，使用资源管理器查看了LNK文件所在位置就足以触发这个漏洞。默认下Windows启动了自动加载和自动播放功能，因此在连接可移动设备（如USB闪存）后Windows会自动打开资源管理器。其他显示文件图标的应用也可用作这个漏洞的攻击载体。目前这个漏洞正在被广为利用传播恶意软件。临时解决方法：1) 禁用AutoRun功能。2) 禁止显示快捷方式图标。3) 禁用WebClient服务。	Windows没有正确地处理LNK文件，特制的LNK文件可能导致Windows自动执行快捷方式文件所指定的代码。这些代码可能位于USB驱动、本地或远程文件系统、光驱或其他位置，使用资源管理器查看了LNK文件所在位置就足以触发这个漏洞。默认下Windows启动了自动加载和自动播放功能，因此在连接可移动设备（如USB闪存）后Windows会自动打开资源管理器。其他显示文件图标的应用也可用作这个漏洞的攻击载体。目前这个漏洞正在被广为利用传播恶意软件。临时解决方法：1) 禁用AutoRun功能。2) 禁止显示快捷方式图标。3) 禁用WebClient服务。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.microsoft.com/technet/security/bulletin/MS10-046.mspx
木马病毒	Package_00000003_Malware_Sample_00001718	CVE-2004-1305	ANI是WINDOWS 支持的动画光标格式.WINDOWS在处理错误的光标格式的时候存在问题，远程攻击者可以利用这个漏洞使内核崩溃，蓝屏重启或内核被拒绝服务。ANI是WINDOWS 支持的动画光标格式，在ANI是由多个普通的光标文件组成一个动画，其中ANI   文件的头处会标记是几个图标frame，WINDOWS 的内核在显示光标的时候并未对该值进行检查，如果将这个数字设置为0，会导致受影响的WINDOWS系统计算出错误的光标的地址并加以访问，触发了内核的蓝屏崩溃。不仅仅是应用使用ANI文件时会触发，只要在EXPLORER下打开ANI文件存在的目录就会触发。攻击者也可以发送光标的文件，引诱用户访问含有恶意光标显示的页面，以及发送嵌入光标的HTML邮件，导致被攻击者系统蓝屏崩溃。另外ANI文件的头处会标记每FRAME切换的频率，该值越小切换的速度越快，WINDOWS 的内核在切换光标FRAME的时候并未对该值进行检查，如果将这个数字设置为0，受影响的WINDOWS的内核会 陷入内核的死锁，不再响应任何用户界面的操作。该漏洞触发必须要在使用ANI文件的应用中才能触发，攻击者引诱用户访问含有恶意光标显示的页面，以及发送嵌入光标的HTML邮件，导致被攻击者系统内核死琐。	远程攻击者可以利用这个漏洞使内核崩溃，蓝屏重启或内核被拒绝服务。	暂无数据
木马病毒	Package_00000003_Malware_Sample_00003626	CVE-2007-0038	Microsoft Windows是微软发布的非常流行的操作系统。Microsoft Windows在处理畸形的动画图标文件(.ani)时存在缓冲区溢出漏洞，远程攻击者可能利用此漏洞控制用户机器。Microsoft Windows的LoadAniIcon()函数(user32.dll)在渲染畸形的光标、动画光标文件(.ani)或图标时没有正确地验证ANI头中所指定的大小，导致栈溢出漏洞。如果用户受骗使用IE访问了恶意站点或打开了恶意的邮件消息的话，就会触发这个溢出，导致执行任意指令。请注意Windows资源管理器也会处理一些文件扩展名的ANI文件，如.ani、.cur、.ico等。目前该漏洞正在被名为TROJ_ANICMOO.AX的木马积极的利用。	Microsoft Windows在处理畸形的动画图标文件(.ani)时存在缓冲区溢出漏洞，远程攻击者可能利用此漏洞控制用户机器。Microsoft Windows的LoadAniIcon()函数(user32.dll)在渲染畸形的光标、动画光标文件(.ani)或图标时没有正确地验证ANI头中所指定的大小，导致栈溢出漏洞。如果用户受骗使用IE访问了恶意站点或打开了恶意的邮件消息的话，就会触发这个溢出，导致执行任意指令。请注意Windows资源管理器也会处理一些文件扩展名的ANI文件，如.ani、.cur、.ico等。目前该漏洞正在被名为TROJ_ANICMOO.AX的木马积极的利用。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.microsoft.com/technet/security/Bulletin/MS07-017.mspx?pf=true
木马病毒	Package_00000003_Malware_Sample_00004122	CVE-2005-1790	Microsoft Internet Explorer是微软发布的非常流行的WEB浏览器。如果同<BODY onload>事件使用的话，IE就不能正确的初始化JavaScript "Window()"函数，导致Internet Explorer在试图调用ECX中引用的32位地址时会出现异常：CALL DWORD [ECX+8]由于这个漏洞，名为"OBJECT"文本字符串的Unicode表示可能无意中构成ECX，具体来说就是0x006F005B。由于0x006F005B偏移指向无效的或不存在的内存位置，因此Internet Explorer就无法处理，终端用户会遇到拒绝服务。尽管这个漏洞无法导致控制任何内部寄存器和/或指向任何无法控制的偏移，但某些情况下可能会允许执行远程代码。	如果同<BODY onload>事件使用的话，IE就不能正确的初始化JavaScript "Window()"函数，导致Internet Explorer在试图调用ECX中引用的32位地址时会出现异常：CALL DWORD [ECX+8]由于这个漏洞，名为"OBJECT"文本字符串的Unicode表示可能无意中构成ECX，具体来说就是0x006F005B。由于0x006F005B偏移指向无效的或不存在的内存位置，因此Internet Explorer就无法处理，终端用户会遇到拒绝服务。尽管这个漏洞无法导致控制任何内部寄存器和/或指向任何无法控制的偏移，但某些情况下可能会允许执行远程代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.microsoft.com/technet/security/bulletin/ms05-054.mspx
木马病毒	Package_00000004_Malware_Sample_00000309	CVE-2007-1765	Microsoft Windows是微软发布的非常流行的操作系统。Microsoft Windows在处理畸形的动画图标文件(.ani)时存在缓冲区溢出漏洞，远程攻击者可能利用此漏洞控制用户机器。Microsoft Windows的LoadAniIcon()函数(user32.dll)在渲染畸形的光标、动画光标文件(.ani)或图标时没有正确地验证ANI头中所指定的大小，导致栈溢出漏洞。如果用户受骗使用IE访问了恶意站点或打开了恶意的邮件消息的话，就会触发这个溢出，导致执行任意指令。请注意Windows资源管理器也会处理一些文件扩展名的ANI文件，如.ani、.cur、.ico等。目前该漏洞正在被名为TROJ_ANICMOO.AX的木马积极的利用。	Microsoft Windows在处理畸形的动画图标文件(.ani)时存在缓冲区溢出漏洞，远程攻击者可能利用此漏洞控制用户机器。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.microsoft.com/technet/security/Bulletin/MS07-017.mspx?pf=true
木马病毒	Package_00000004_Malware_Sample_00000322	CVE-2007-1765	Microsoft Windows是微软发布的非常流行的操作系统。Microsoft Windows在处理畸形的动画图标文件(.ani)时存在缓冲区溢出漏洞，远程攻击者可能利用此漏洞控制用户机器。Microsoft Windows的LoadAniIcon()函数(user32.dll)在渲染畸形的光标、动画光标文件(.ani)或图标时没有正确地验证ANI头中所指定的大小，导致栈溢出漏洞。如果用户受骗使用IE访问了恶意站点或打开了恶意的邮件消息的话，就会触发这个溢出，导致执行任意指令。请注意Windows资源管理器也会处理一些文件扩展名的ANI文件，如.ani、.cur、.ico等。目前该漏洞正在被名为TROJ_ANICMOO.AX的木马积极的利用。	Microsoft Windows在处理畸形的动画图标文件(.ani)时存在缓冲区溢出漏洞，远程攻击者可能利用此漏洞控制用户机器。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.microsoft.com/technet/security/Bulletin/MS07-017.mspx?pf=true
木马病毒	Package_00000004_Malware_Sample_00000861	CVE-2005-1790	Microsoft Internet Explorer是微软发布的非常流行的WEB浏览器。如果同<BODY onload>事件使用的话，IE就不能正确的初始化JavaScript "Window()"函数，导致Internet Explorer在试图调用ECX中引用的32位地址时会出现异常：CALL DWORD [ECX+8]由于这个漏洞，名为"OBJECT"文本字符串的Unicode表示可能无意中构成ECX，具体来说就是0x006F005B。由于0x006F005B偏移指向无效的或不存在的内存位置，因此Internet Explorer就无法处理，终端用户会遇到拒绝服务。尽管这个漏洞无法导致控制任何内部寄存器和/或指向任何无法控制的偏移，但某些情况下可能会允许执行远程代码。	如果同事件使用的话，IE就不能正确的初始化JavaScript "Window()"函数，导致Internet Explorer在试图调用ECX中引用的32位地址时会出现异常：CALL DWORD [ECX+8]由于这个漏洞，名为"OBJECT"文本字符串的Unicode表示可能无意中构成ECX，具体来说就是0x006F005B。由于0x006F005B偏移指向无效的或不存在的内存位置，因此Internet Explorer就无法处理，终端用户会遇到拒绝服务。尽管这个漏洞无法导致控制任何内部寄存器和/或指向任何无法控制的偏移，但某些情况下可能会允许执行远程代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.microsoft.com/technet/security/bulletin/ms05-054.mspx
木马病毒	Package_00000004_Malware_Sample_00001536	CVE-2007-0038	Microsoft Windows是微软发布的非常流行的操作系统。Microsoft Windows在处理畸形的动画图标文件(.ani)时存在缓冲区溢出漏洞，远程攻击者可能利用此漏洞控制用户机器。Microsoft Windows的LoadAniIcon()函数(user32.dll)在渲染畸形的光标、动画光标文件(.ani)或图标时没有正确地验证ANI头中所指定的大小，导致栈溢出漏洞。如果用户受骗使用IE访问了恶意站点或打开了恶意的邮件消息的话，就会触发这个溢出，导致执行任意指令。请注意Windows资源管理器也会处理一些文件扩展名的ANI文件，如.ani、.cur、.ico等。目前该漏洞正在被名为TROJ_ANICMOO.AX的木马积极的利用。	Microsoft Windows在处理畸形的动画图标文件(.ani)时存在缓冲区溢出漏洞，远程攻击者可能利用此漏洞控制用户机器。Microsoft Windows的LoadAniIcon()函数(user32.dll)在渲染畸形的光标、动画光标文件(.ani)或图标时没有正确地验证ANI头中所指定的大小，导致栈溢出漏洞。如果用户受骗使用IE访问了恶意站点或打开了恶意的邮件消息的话，就会触发这个溢出，导致执行任意指令。请注意Windows资源管理器也会处理一些文件扩展名的ANI文件，如.ani、.cur、.ico等。目前该漏洞正在被名为TROJ_ANICMOO.AX的木马积极的利用。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.microsoft.com/technet/security/Bulletin/MS07-017.mspx?pf=true
木马病毒	Package_00000004_Malware_Sample_00001642	CVE-2006-2492	Microsoft Word是非常流行的文字处理软件。在使用畸形对象指针打开Word文件时存在缓冲区溢出漏洞，远程攻击者可能利用此漏洞通过诱骗用户打开恶意DOC文件在用户机器上执行任意指令。如果用户受骗打开了特制的Microsoft Word文档的话，就会导致通过名为Trojan.Mdropper.H的木马安装名为Backdoor.Ginwui的后门。该木马通过HTTP回连到localhosts.3322.org，每隔大约1分钟使用0字节的HTTP POST来ping这个服务器(实际上没有POST数据)。这个木马有类似于rootkit的功能，隐藏与攻击有关的二进制文件(资源管理器中不会显示名为winguis.dll的文件)，并在HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows NT\\CurrentVersion\\Windows中包含木马二进制程序，实现自动调用。此木马目前被非常活跃地利用。在受到攻击时，Word会崩溃，通知用户出现了问题，并请求重新打开文件。如果用户同意的话，就会打开恶意文件。	在使用畸形对象指针打开Word文件时存在缓冲区溢出漏洞，远程攻击者可能利用此漏洞通过诱骗用户打开恶意DOC文件在用户机器上执行任意指令。如果用户受骗打开了特制的Microsoft Word文档的话，就会导致通过名为Trojan.Mdropper.H的木马安装名为Backdoor.Ginwui的后门。该木马通过HTTP回连到localhosts.3322.org，每隔大约1分钟使用0字节的HTTP POST来ping这个服务器(实际上没有POST数据)。这个木马有类似于rootkit的功能，隐藏与攻击有关的二进制文件(资源管理器中不会显示名为winguis.dll的文件)，并在HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows NT\\CurrentVersion\\Windows中包含木马二进制程序，实现自动调用。此木马目前被非常活跃地利用。在受到攻击时，Word会崩溃，通知用户出现了问题，并请求重新打开文件。如果用户同意的话，就会打开恶意文件。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.microsoft.com/technet/security/Bulletin/MS06-027.mspx
木马病毒	Package_00000004_Malware_Sample_00003737	CVE-2007-1765	Microsoft Windows是微软发布的非常流行的操作系统。Microsoft Windows在处理畸形的动画图标文件(.ani)时存在缓冲区溢出漏洞，远程攻击者可能利用此漏洞控制用户机器。Microsoft Windows的LoadAniIcon()函数(user32.dll)在渲染畸形的光标、动画光标文件(.ani)或图标时没有正确地验证ANI头中所指定的大小，导致栈溢出漏洞。如果用户受骗使用IE访问了恶意站点或打开了恶意的邮件消息的话，就会触发这个溢出，导致执行任意指令。请注意Windows资源管理器也会处理一些文件扩展名的ANI文件，如.ani、.cur、.ico等。目前该漏洞正在被名为TROJ_ANICMOO.AX的木马积极的利用。	Microsoft Windows在处理畸形的动画图标文件(.ani)时存在缓冲区溢出漏洞，远程攻击者可能利用此漏洞控制用户机器。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.microsoft.com/technet/security/Bulletin/MS07-017.mspx?pf=true
木马病毒	Package_00000005_Malware_Sample_00003501	CVE-2005-1790	Microsoft Internet Explorer是微软发布的非常流行的WEB浏览器。如果同<BODY onload>事件使用的话，IE就不能正确的初始化JavaScript "Window()"函数，导致Internet Explorer在试图调用ECX中引用的32位地址时会出现异常：CALL DWORD [ECX+8]由于这个漏洞，名为"OBJECT"文本字符串的Unicode表示可能无意中构成ECX，具体来说就是0x006F005B。由于0x006F005B偏移指向无效的或不存在的内存位置，因此Internet Explorer就无法处理，终端用户会遇到拒绝服务。尽管这个漏洞无法导致控制任何内部寄存器和/或指向任何无法控制的偏移，但某些情况下可能会允许执行远程代码。	如果同事件使用的话，IE就不能正确的初始化JavaScript "Window()"函数，导致Internet Explorer在试图调用ECX中引用的32位地址时会出现异常：CALL DWORD [ECX+8]由于这个漏洞，名为"OBJECT"文本字符串的Unicode表示可能无意中构成ECX，具体来说就是0x006F005B。由于0x006F005B偏移指向无效的或不存在的内存位置，因此Internet Explorer就无法处理，终端用户会遇到拒绝服务。尽管这个漏洞无法导致控制任何内部寄存器和/或指向任何无法控制的偏移，但某些情况下可能会允许执行远程代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.microsoft.com/technet/security/bulletin/ms05-054.mspx
木马病毒	Package_00000006_Malware_Sample_00001850	CVE-2005-1790	Microsoft Internet Explorer是微软发布的非常流行的WEB浏览器。如果同<BODY onload>事件使用的话，IE就不能正确的初始化JavaScript "Window()"函数，导致Internet Explorer在试图调用ECX中引用的32位地址时会出现异常：CALL DWORD [ECX+8]由于这个漏洞，名为"OBJECT"文本字符串的Unicode表示可能无意中构成ECX，具体来说就是0x006F005B。由于0x006F005B偏移指向无效的或不存在的内存位置，因此Internet Explorer就无法处理，终端用户会遇到拒绝服务。尽管这个漏洞无法导致控制任何内部寄存器和/或指向任何无法控制的偏移，但某些情况下可能会允许执行远程代码。	如果同事件使用的话，IE就不能正确的初始化JavaScript "Window()"函数，导致Internet Explorer在试图调用ECX中引用的32位地址时会出现异常：CALL DWORD [ECX+8]由于这个漏洞，名为"OBJECT"文本字符串的Unicode表示可能无意中构成ECX，具体来说就是0x006F005B。由于0x006F005B偏移指向无效的或不存在的内存位置，因此Internet Explorer就无法处理，终端用户会遇到拒绝服务。尽管这个漏洞无法导致控制任何内部寄存器和/或指向任何无法控制的偏移，但某些情况下可能会允许执行远程代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.microsoft.com/technet/security/bulletin/ms05-054.mspx
木马病毒	Package_00000006_Malware_Sample_00001990	CVE-2006-1359	Microsoft Internet Explorer是微软发布的非常流行的WEB浏览器。Internet Explorer的createTextRange()函数实现上存在漏洞，远程攻击者可能利用此漏洞在客户机器上执行任意指令。Internet Explorer使用createTextRange()时在某些环境下可能导致无需的列表指针引用，这样在试图调用引用的32位地址时就会出现错误，如下所示：0x7D53C15D MOV ECX， DWORD PTR DS:[EDI]..0x7D53C166 CALL DWORD PTR [ECX]由于这种引用，ECX会指向很远的不存在的内存位置，导致IE崩溃，也可能执行任意指令。	远程攻击者可能利用此漏洞在客户机器上执行任意指令。Internet Explorer使用createTextRange()时在某些环境下可能导致无需的列表指针引用，这样在试图调用引用的32位地址时就会出现错误，如下所示：0x7D53C15D MOV ECX， DWORD PTR DS:[EDI]..0x7D53C166 CALL DWORD PTR [ECX]由于这种引用，ECX会指向很远的不存在的内存位置，导致IE崩溃，也可能执行任意指令。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.microsoft.com/technet/security/Bulletin/MS06-013.mspx?pf=true
木马病毒	Package_00000006_Malware_Sample_00003006	CVE-2005-1790	Microsoft Internet Explorer是微软发布的非常流行的WEB浏览器。如果同<BODY onload>事件使用的话，IE就不能正确的初始化JavaScript "Window()"函数，导致Internet Explorer在试图调用ECX中引用的32位地址时会出现异常：CALL DWORD [ECX+8]由于这个漏洞，名为"OBJECT"文本字符串的Unicode表示可能无意中构成ECX，具体来说就是0x006F005B。由于0x006F005B偏移指向无效的或不存在的内存位置，因此Internet Explorer就无法处理，终端用户会遇到拒绝服务。尽管这个漏洞无法导致控制任何内部寄存器和/或指向任何无法控制的偏移，但某些情况下可能会允许执行远程代码。	如果同事件使用的话，IE就不能正确的初始化JavaScript "Window()"函数，导致Internet Explorer在试图调用ECX中引用的32位地址时会出现异常：CALL DWORD [ECX+8]由于这个漏洞，名为"OBJECT"文本字符串的Unicode表示可能无意中构成ECX，具体来说就是0x006F005B。由于0x006F005B偏移指向无效的或不存在的内存位置，因此Internet Explorer就无法处理，终端用户会遇到拒绝服务。尽管这个漏洞无法导致控制任何内部寄存器和/或指向任何无法控制的偏移，但某些情况下可能会允许执行远程代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.microsoft.com/technet/security/bulletin/ms05-054.mspx
其他	PHP_fopen()_CRLF_Header_Injection	CVE-2002-1783	PHP从4.2.1到 4.2.3版本存在CRLF注入漏洞。当allow_url_fopen被启用时，远程攻击者可以通过导致CRLF序列注入被传递给(1) fopen 或 (2) file函数的参数中为离开的请求修改HTTP头。	当allow_url_fopen被启用时，远程攻击者可以通过导致CRLF序列注入被传递给(1) fopen 或 (2) file函数的参数中为离开的请求修改HTTP头。	暂无数据
信息泄露	PHPAuction_view.inc.php_phpAds_path_Parameter_PHP_File_Include	CVE-2006-3984	Albasoftware Phpauction 2.1，可能还包括更新版本中的phpAdsNew/view.inc.php脚本存在PHP远程文件包含漏洞，如装有phpAdsNew 2.0.5软件，远程攻击者可借助phpAds_path参数中的URL执行任意PHP代码。	远程攻击者可借助phpAds_path参数中的URL执行任意PHP代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:暂无数据
信息泄露	PHPLiveHelper_global.php_abs_path_Parameter_PHP_File_Include	CVE-2006-4051	Turnkey Web Tools PHP Live Helper 2.0及早期版本的global.php脚本存在PHP远程文件包含漏洞，远程攻击者可借助abs_path参数中的URL执行任意PHP代码。	的global.php脚本存在PHP远程文件包含漏洞，远程攻击者可借助abs_path参数中的URL执行任意PHP代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:暂无数据
溢出	PoPToP_PPTP_Negative_Read_Overflow	CVE-2003-0213	PoPToP PPTP一般用于建立VPN连接，使用在Windows操作系统下。PoPToP PPTP在引用用户提供的输入用于各种计算时缺少正确过滤检查，远程攻击者可以利用这个漏洞破坏服务程序进程的敏感内存，可能以PoPToP进程权限在系统上执行任意指令。	PoPToP PPTP一般用于建立VPN连接，使用在Windows操作系统下。PoPToP PPTP在引用用户提供的输入用于各种计算时缺少正确过滤检查，远程攻击者可以利用这个漏洞破坏服务程序进程的敏感内存，可能以PoPToP进程权限在系统上执行任意指令。	暂无数据
溢出	ProFTPd_Telnet_IAC_Commands_Buffer_Overflow	CVE-2010-4221	ProFTPD 是一款开放源代码FTP服务程序。ProFTPD 1.3.3c之前版本中的netio.c文件中的pr_netio_telnet_gets函数中存在多个基于栈的缓冲区溢出漏洞。远程攻击者可以借助向(1)FTP或者(2)FTPS服务器提交与TELNET IAC转义字符有关恶意输入执行任意代码。	ProFTPD 1.3.3c之前版本中的netio.c文件中的pr_netio_telnet_gets函数中存在多个基于栈的缓冲区溢出漏洞。远程攻击者可以借助向(1)FTP或者(2)FTPS服务器提交与TELNET IAC转义字符有关恶意输入执行任意代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://bugs.proftpd.org/show_bug.cgi?id=3521
溢出	PuTTY_SSH_Client_v0.53_Server_Response_Overflow	CVE-2002-1359	SSH协议可以使客户端和服务端之间建立加密通信。Rapid7开发了SSHredde测试工具，针对连接初始化，KEY交换，SSH传输层协议密码字段协商等过程进行详细测试。在测试过程中发现多个SSH2服务器和客户端不正确处理非法或不正确部分字符串(如问候行，KEXINIT包中的所有字符串)长度，远程攻击者可以利用这个漏洞进行拒绝服务攻击或可能以进程权限执行任意代码。目前没有更详细的漏洞细节。	SSH协议可以使客户端和服务端之间建立加密通信。Rapid7开发了SSHredde测试工具，针对连接初始化，KEY交换，SSH传输层协议密码字段协商等过程进行详细测试。在测试过程中发现多个SSH2服务器和客户端不正确处理非法或不正确部分字符串(如问候行，KEXINIT包中的所有字符串)长度，远程攻击者可以利用这个漏洞进行拒绝服务攻击或可能以进程权限执行任意代码。目前没有更详细的漏洞细节。	暂无数据
溢出	RealFlex_RealWin_SCADA_SCPC_INITIALIZE_and_SCPC_INITIALIZE_RF_Buffer_Overflow	CVE-2010-4142	DATAC RealWin 2.0 Build 6.1.8.10以及之前版本中存在多个基于栈的缓冲区溢出漏洞。远程攻击者可以借助超长的(1)SCPC_INITIALIZE，(2)SCPC_INITIALIZE_RF，或者(3)SCPC_TXTEVENT包导致拒绝服务(崩溃)以及可能执行任意代码。	远程攻击者可以借助超长的(1)SCPC_INITIALIZE，(2)SCPC_INITIALIZE_RF，或者(3)SCPC_TXTEVENT包导致拒绝服务(崩溃)以及可能执行任意代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.realflex.com/
溢出	RealNetworks_Helix_Server_Buffer_Overflow	CVE-2006-6026	Helix Server是一款支持多格式、跨平台的流媒体服务器软件。Helix Server在处理带有畸形参数的DESCRIBE请求时存在漏洞，远程攻击者可能利用此漏洞控制服务器。如果向Helix Server发送了包含有无效LoadTestPassword字段的特制DESCRIBE请求的话，就可以触发堆溢出，导致执行任意指令。	Helix Server在处理带有畸形参数的DESCRIBE请求时存在漏洞，远程攻击者可能利用此漏洞控制服务器。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.real.com
DOS	RealNetworks_HELIX_Server_DESCRIBE_DoS	CVE-2004-0389	Helix Universal Server是一款由RealNetWorks开发和维护的多类型媒体服务器。Helix Universal Server不正确处理畸形RTSP请求，远程攻击者可以利用这个漏洞对服务器进行拒绝服务攻击。问题是Helix Universal Server不正确处理特殊构建的GET请求，下面的请求可导致NULL指针废弃而引起应用程序崩溃：$ echo -e "GET_PARAMETER / RTSP/1.0\\n\\n" | nc -v localhost 554$ echo -e "DESCRIBE / RTSP/1.0\\nSession:\\n\\n" | nc -v localhost 554如果服务器以特殊选项如&#039;--no-crash-avoidance&#039;或&#039;--no-auto-restart&#039;启动，服务器就会变的不可访问。	Helix Universal Server不正确处理畸形RTSP请求，远程攻击者可以利用这个漏洞对服务器进行拒绝服务攻击。问题是Helix Universal Server不正确处理特殊构建的GET请求，下面的请求可导致NULL指针废弃而引起应用程序崩溃：$ echo -e "GET_PARAMETER / RTSP/1.0\\n\\n" | nc -v localhost 554$ echo -e "DESCRIBE / RTSP/1.0\\nSession:\\n\\n" | nc -v localhost 554如果服务器以特殊选项如&#039;--no-crash-avoidance&#039;或&#039;--no-auto-restart&#039;启动，服务器就会变的不可访问。	暂无数据
DOS	RealNetworks_HELIX_Server_GET_PARAMETER_DoS	CVE-2004-0389	Helix Universal Server是一款由RealNetWorks开发和维护的多类型媒体服务器。Helix Universal Server不正确处理畸形RTSP请求，远程攻击者可以利用这个漏洞对服务器进行拒绝服务攻击。问题是Helix Universal Server不正确处理特殊构建的GET请求，下面的请求可导致NULL指针废弃而引起应用程序崩溃：$ echo -e "GET_PARAMETER / RTSP/1.0\\n\\n" | nc -v localhost 554$ echo -e "DESCRIBE / RTSP/1.0\\nSession:\\n\\n" | nc -v localhost 554如果服务器以特殊选项如&#039;--no-crash-avoidance&#039;或&#039;--no-auto-restart&#039;启动，服务器就会变的不可访问。	Helix Universal Server不正确处理畸形RTSP请求，远程攻击者可以利用这个漏洞对服务器进行拒绝服务攻击。问题是Helix Universal Server不正确处理特殊构建的GET请求，下面的请求可导致NULL指针废弃而引起应用程序崩溃：$ echo -e "GET_PARAMETER / RTSP/1.0\\n\\n" | nc -v localhost 554$ echo -e "DESCRIBE / RTSP/1.0\\nSession:\\n\\n" | nc -v localhost 554如果服务器以特殊选项如&#039;--no-crash-avoidance&#039;或&#039;--no-auto-restart&#039;启动，服务器就会变的不可访问。	暂无数据
溢出	RealNetworks_HELIX_Server_NTLM_Authentication_Buffer_Overflow	CVE-2010-1317	RealNetworks Helix Server是非常流行的多媒体服务器，适用于多种操作系。RealNetworks Helix Server和Helix Mobile Server的NTLM认证功能存在基于堆的缓冲区溢出漏洞，远程攻击者可通过无效的base-64编码数据产生未明影响。	RealNetworks Helix Server和Helix Mobile Server的NTLM认证功能存在基于堆的缓冲区溢出漏洞，远程攻击者可通过无效的base-64编码数据产生未明影响。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.realnetworks.com/products-services/helix-server-proxy.aspx
溢出	RealNetworks_HELIX_Server_SETUP_Buffer_Overflow	CVE-2008-5911	RealNetworks Helix Server和Helix Mobile Server 11.1.8之前的11.x和12.0.1之前的12.x版本中存在缓冲区溢出漏洞。远程攻击者可以借助特制的RTSP SETUP指令，引起拒绝服务攻击；借助三个特制的RTSP SETUP指令或(2)带有畸形的base64-编码的数据的NTLM身份认证请求，(3)一个RTSP DESCRIBE指令或(4)一个DataConvertBuffer请求，执行任意的代码。	远程攻击者可以借助特制的RTSP SETUP指令，引起拒绝服务攻击；借助三个特制的RTSP SETUP指令或(2)带有畸形的base64-编码的数据的NTLM身份认证请求，(3)一个RTSP DESCRIBE指令或(4)一个DataConvertBuffer请求，执行任意的代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.realnetworks.com/products-services/helix/media/server_proxy.aspxhttp://docs.real.com/docs/security/SecurityUpdate121508HS.pdf
